line_item,order_id,date_submitted,month_submitted,department,discount_amount,product_name,product_id,qty,price,category,color,size
1313,21858,3/15/2021,March,MCHS Intensive Care Unit,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,64,Men's,Heather Blue,XL
1314,21859,3/15/2021,March,"Department of Nursing, Medical/Surgical/Palliative Care",0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,XS
1315,21860,3/15/2021,March,Medical Neurology/Epilepsy,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,S
1316,21861,3/15/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Black/Charcoal,M
1317,21862,3/15/2021,March,Clinical and Forensic Toxicology,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Black,L
1318,21863,3/15/2021,March,"Department of Nursing, Medical/Surgical/Palliative Care",0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,S
1319,21864,3/15/2021,March,Center for the Science of Health Care Delivery,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Navy/Charcoal,S
1320,21865,3/15/2021,March,Social Work,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Space Blue,S
1321,21866,3/15/2021,March,Social Work,15,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Greystone,S
1322,21867,3/16/2021,March,MCHS Intensive Care Unit,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,XL
1323,21868,3/16/2021,March,Medical Neurology/Epilepsy,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,S
1324,21869,3/16/2021,March,Department of Laboratory Medicine and Pathology,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,M
1325,21870,3/16/2021,March,Department of Transplantation,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,S
1326,21871,3/16/2021,March,Medical Neurology/Epilepsy,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Plum,XL
1327,21872,3/16/2021,March,MCHS Intensive Care Unit,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,64,Men's,Heather Blue,XL
1328,21872,3/16/2021,March,MCHS Intensive Care Unit,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Midnight Grey,XL
1329,21873,3/16/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,53,Ladies',Black,2XL
1330,21874,3/16/2021,March,Department of Laboratory Medicine and Pathology,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,64,Ladies',Heather Teal,2XL
1331,21875,3/16/2021,March,Metals Laboratory,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Teal,M
1332,21876,3/16/2021,March,Department of Transplantation,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Indigo,L
1333,21877,3/16/2021,March,Center for the Science of Health Care Delivery,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Midnight Grey,L
1334,21878,3/16/2021,March,Department of Transplantation,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,38,Men's,Deepwater,M
1335,21878,3/16/2021,March,Department of Transplantation,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Mulberry,XL
1336,21879,3/16/2021,March,Center for the Science of Health Care Delivery,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Black,XL
1337,21879,3/16/2021,March,Center for the Science of Health Care Delivery,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Black/Charcoal,XL
1338,21880,3/16/2021,March,Department of Laboratory Medicine and Pathology,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Mulberry,L
1339,21881,3/16/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,47,Men's,Black,5XL
1340,21882,3/16/2021,March,Center for the Science of Health Care Delivery,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Dark Blue,XL
1341,21882,3/16/2021,March,Center for the Science of Health Care Delivery,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Midnight Grey,XL
1342,21883,3/16/2021,March,Pulmonary and Critical Care Medicine,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,38,Men's,Black,XL
1343,21884,3/16/2021,March,Metals Laboratory,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Dark Loden,L
1344,21885,3/16/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,M
1345,21886,3/16/2021,March,MCHS Intensive Care Unit,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,XL
1346,21887,3/16/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,53,Ladies',Black,2XL
1347,21888,3/16/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Heather Purple,XL
1348,21889,3/16/2021,March,Medical Neurology/Epilepsy,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,38,Men's,Charcoal,XL
1349,21890,3/16/2021,March,"Department of Nursing, Medical/Surgical/Palliative Care",0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,S
1350,21891,3/16/2021,March,Pulmonary and Critical Care Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Heather Purple,XS
1351,21892,3/16/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Dark Ash,XL
1352,21892,3/16/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,M
1353,21893,3/16/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Dark Ash,M
1354,21894,3/16/2021,March,"Department of Nursing, Medical/Surgical/Palliative Care",0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,S
1355,21895,3/16/2021,March,Clinical and Forensic Toxicology,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Teal,M
1356,21895,3/16/2021,March,Clinical and Forensic Toxicology,0,BONDED MOISTURE WICKING SOFT SHELL (HOODED PHANTOM),HD92,1,71,Ladies',Dark Ash/Black,M
1357,21896,3/16/2021,March,Metals Laboratory,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,38,Men's,Maroon,M
1358,21896,3/16/2021,March,Metals Laboratory,0,MICRO FLEECE JACKET (SONOMA),8870,2,34,Ladies',Charcoal,M
1359,21896,3/16/2021,March,Metals Laboratory,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Black,M
1360,21897,3/16/2021,March,MCHS Intensive Care Unit,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Navy,S
1361,21898,3/16/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Dark Ash,S
1362,21899,3/16/2021,March,"Department of Nursing, Medical/Surgical/Palliative Care",0,BONDED POLY-KNIT JACKET (FLASH),2812,1,60,Ladies',Navy,2XL
1363,21899,3/16/2021,March,"Department of Nursing, Medical/Surgical/Palliative Care",0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Plum,XL
1364,21900,3/17/2021,March,"Department of Nursing, Medical/Surgical/Palliative Care",0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,L
1365,21901,3/17/2021,March,"Department of Nursing, Medical/Surgical/Palliative Care",0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,S
1366,21902,3/17/2021,March,"Department of Nursing, Medical/Surgical/Palliative Care",0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,53,Ladies',Heather Blue,2XL
1367,21903,3/17/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,40,Men's,Black,2XL
1368,21904,3/17/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Dark Ash,XL
1369,21904,3/17/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,XL
1370,21905,3/17/2021,March,Medical Neurology/Epilepsy,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,40,Men's,Black,2XL
1371,21906,3/17/2021,March,Clinical and Forensic Toxicology,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,40,Men's,Electric Blue,2XL
1372,21907,3/17/2021,March,Department of Transplantation,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Cream/Charcoal,S
1373,21907,3/17/2021,March,Department of Transplantation,0,BONDED MOISTURE WICKING SOFT SHELL (HOODED PHANTOM),HD92,1,71,Ladies',Red/Black,S
1374,21908,3/17/2021,March,Center for the Science of Health Care Delivery,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Space Blue,XL
1375,21909,3/17/2021,March,Clinical and Forensic Toxicology,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Blue,XL
1376,21910,3/17/2021,March,Department of Transplantation,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,64,Men's,Heather Blue,L
1377,21911,3/17/2021,March,Department of Transplantation,0,BONDED MOISTURE WICKING SOFT SHELL (HOODED PHANTOM),HD92,1,71,Ladies',Dark Ash/Black,XS
1378,21912,3/17/2021,March,Department of Transplantation,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Dark Ash,M
1379,21913,3/17/2021,March,Department of Transplantation,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,60,Ladies',Navy,2XL
1380,21914,3/17/2021,March,MCHS Intensive Care Unit,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,M
1381,21915,3/17/2021,March,Department of Transplantation,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,XL
1382,21916,3/17/2021,March,Heart Rhythm and Physiological Monitoring Lab,5,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,72,Men's,Black,3XL
1383,21917,3/17/2021,March,"Department of Nursing, Medical/Surgical/Palliative Care",0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,L
1384,21918,3/17/2021,March,Heart Rhythm and Physiological Monitoring Lab,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,53,Ladies',Dark Ash,2XL
1385,21919,3/17/2021,March,"Department of Nursing, Medical/Surgical/Palliative Care",0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Navy,S
1386,21920,3/17/2021,March,No Department,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,M
1387,21921,3/17/2021,March,Department of Transplantation,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Black,S
1388,21922,3/17/2021,March,Department of Transplantation,0,BONDED MOISTURE WICKING SOFT SHELL (HOODED PHANTOM),HD92,1,71,Ladies',Red/Black,M
1389,21923,3/17/2021,March,Clinical and Forensic Toxicology,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Black/Charcoal,M
1390,21924,3/17/2021,March,Center for the Science of Health Care Delivery,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,60,Ladies',Royal Blue,2XL
1391,21925,3/17/2021,March,Clinical and Forensic Toxicology,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Chili Red,M
1392,21926,3/17/2021,March,Department of Transplantation,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Heather Emerald,XS
1393,21927,3/17/2021,March,Medical Neurology/Epilepsy,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,L
1394,21927,3/17/2021,March,Medical Neurology/Epilepsy,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,L
1395,21928,3/17/2021,March,Clinical and Forensic Toxicology,5,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Heather Russet,L
1396,21928,3/17/2021,March,Clinical and Forensic Toxicology,5,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Carbon,L
1397,21929,3/17/2021,March,MCHS Intensive Care Unit,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,58,Men's,Dark Ash,4XL
1398,21930,3/18/2021,March,Department of Transplantation,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Dark Ash,XL
1399,21931,3/18/2021,March,Department of Transplantation,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Midnight Grey,XL
1400,21932,3/18/2021,March,Metals Laboratory,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Space Blue,M
1401,21933,3/18/2021,March,Department of Transplantation,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Midnight Grey,S
1402,21934,3/18/2021,March,Department of Transplantation,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Heather Rose,S
1403,21935,3/18/2021,March,Metals Laboratory,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Charcoal,M
1404,21936,3/18/2021,March,Medical Neurology/Epilepsy,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Dark Blue,M
1405,21937,3/18/2021,March,Department of Laboratory Medicine and Pathology,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Eggplant,XL
1406,21938,3/18/2021,March,Department of Orthopedic Surgery,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Heather Russet,S
1407,21938,3/18/2021,March,Department of Orthopedic Surgery,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Charcoal,S
1408,21939,3/18/2021,March,Department of Orthopedic Surgery,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,M
1409,21940,3/18/2021,March,MCHS Intensive Care Unit,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,L
1410,21941,3/18/2021,March,Department of Transplantation,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,60,Ladies',Red,2XL
1411,21942,3/18/2021,March,Department of Orthopedic Surgery,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,38,Men's,Black,XL
1412,21943,3/18/2021,March,Metals Laboratory,0,SWEATER KNIT FLEECE (ASHTON),9890,1,62,Men's,Heather Redwood,XL
1413,21944,3/18/2021,March,Department of Orthopedic Surgery,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,50,Men's,Black,XL
1414,21945,3/18/2021,March,Department of Transplantation,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Cream,XS
1415,21946,3/18/2021,March,Metals Laboratory,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,53,Men's,Black,2XL
1416,21947,3/18/2021,March,Medical Neurology/Epilepsy,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,M
1417,21948,3/18/2021,March,MCHS Intensive Care Unit,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,64,Ladies',Heather Black,2XL
1418,21949,3/18/2021,March,Metals Laboratory,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Space Blue,XL
1419,21950,3/19/2021,March,MCHS Intensive Care Unit,15,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,L
1420,21950,3/19/2021,March,MCHS Intensive Care Unit,15,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,L
1421,21951,3/19/2021,March,Nuclear Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,S
1422,21951,3/19/2021,March,Nuclear Medicine,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,S
1423,21952,3/19/2021,March,Metals Laboratory,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,XS
1424,21952,3/19/2021,March,Metals Laboratory,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Cream,XS
1425,21953,3/19/2021,March,Department of Orthopedic Surgery,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Charcoal,S
1426,21953,3/19/2021,March,Department of Orthopedic Surgery,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Teal,S
1427,21954,3/19/2021,March,Nuclear Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,M
1428,21955,3/19/2021,March,Department of Transplantation,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,XL
1429,21956,3/19/2021,March,Department of Orthopedic Surgery,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,43,Men's,Electric Blue,3XL
1430,21957,3/19/2021,March,Department of Transplantation,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Dark Ash,XL
1431,21958,3/19/2021,March,Nuclear Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,62,Ladies',Space Blue,3XL
1432,21958,3/19/2021,March,Nuclear Medicine,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,64,Men's,Heather Blue,L
1433,21959,3/19/2021,March,Department of Transplantation,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,XL
1434,21959,3/19/2021,March,Department of Transplantation,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,M
1435,21960,3/19/2021,March,Nuclear Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,M
1436,21960,3/19/2021,March,Nuclear Medicine,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Plum,M
1437,21961,3/19/2021,March,Nuclear Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,M
1438,21962,3/19/2021,March,MCHS Intensive Care Unit,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Dark Ash,S
1439,21962,3/19/2021,March,MCHS Intensive Care Unit,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Cream/Charcoal,S
1440,21963,3/19/2021,March,MCHS Obstetrics and Gynecology,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,XL
1441,21964,3/19/2021,March,Department of Transplantation,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,68,Ladies',Black,2XL
1442,21965,3/19/2021,March,MCHS Intensive Care Unit,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,M
1443,21966,3/19/2021,March,MCHS Intensive Care Unit,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Midnight Grey,M
1444,21967,3/19/2021,March,MCHS Obstetrics and Gynecology,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Plum,L
1445,21968,3/19/2021,March,MCHS Intensive Care Unit,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Dark Ash,M
1446,21969,3/19/2021,March,Metals Laboratory,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Dark Ash,S
1447,21970,3/19/2021,March,MCHS Intensive Care Unit,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,M
1448,21971,3/19/2021,March,No Department,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Carbon,L
1449,21972,3/19/2021,March,MCHS Obstetrics and Gynecology,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Plum,XL
1450,21972,3/19/2021,March,MCHS Obstetrics and Gynecology,0,MARLED FLEECE JACKET (CASCADE),8872,1,60,Ladies',Plum,XL
1451,21973,3/19/2021,March,Case Management,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Dark Ash,L
1452,21974,3/19/2021,March,Department of Transplantation,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,60,Ladies',Navy,2XL
1453,21975,3/19/2021,March,MCHS Intensive Care Unit,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,XS
1454,21976,3/19/2021,March,Center for the Science of Health Care Delivery,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,M
1455,21977,3/19/2021,March,Metals Laboratory,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,XL
1456,21978,3/19/2021,March,Department of Orthopedic Surgery,0,MICRO FLEECE JACKET (SONOMA),8870,1,37,Ladies',Black,2XL
1457,21979,3/19/2021,March,MCHS Intensive Care Unit,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,M
1458,21980,3/19/2021,March,Department of Orthopedic Surgery,0,SWEATER KNIT FLEECE (ASHTON),9890,1,62,Men's,Heather Athletic Grey,M
1459,21981,3/19/2021,March,Department of Transplantation,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Space Blue,S
1460,21982,3/19/2021,March,Department of Transplantation,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Navy,L
1461,21982,3/19/2021,March,Department of Transplantation,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Dark Ash,L
1462,21983,3/19/2021,March,Center for the Science of Health Care Delivery,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Charcoal,XL
1463,21984,3/19/2021,March,Medical Neurology/Epilepsy,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,XL
1464,21985,3/19/2021,March,Department of Transplantation,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,3,50,Ladies',Black,M
1465,21985,3/19/2021,March,Department of Transplantation,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,L
1466,21986,3/19/2021,March,Department of Transplantation,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Dark Ash,L
1467,21986,3/19/2021,March,Department of Transplantation,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Dark Ash,S
1468,21987,3/19/2021,March,Department of Orthopedic Surgery,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Black,S
1469,21988,3/19/2021,March,Department of Orthopedic Surgery,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Plum,S
1470,21989,3/20/2021,March,Perianesthesia Nursing,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Greystone,M
1471,21990,3/20/2021,March,Perianesthesia Nursing,0,MARLED FLEECE JACKET (CASCADE),8872,1,60,Ladies',Hot Pink,M
1472,21990,3/20/2021,March,Perianesthesia Nursing,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,M
1473,21991,3/20/2021,March,Case Management,5,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Navy,XL
1474,21992,3/20/2021,March,Perianesthesia Nursing,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,XL
1475,21993,3/20/2021,March,Medical Neurology/Epilepsy,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,60,Ladies',Navy,2XL
1476,21993,3/20/2021,March,Medical Neurology/Epilepsy,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,64,Ladies',Heather Black,2XL
1477,21994,3/21/2021,March,MCHS Obstetrics and Gynecology,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Blue,XL
1478,21994,3/21/2021,March,MCHS Obstetrics and Gynecology,0,BONDED MOISTURE WICKING SOFT SHELL (HOODED PHANTOM),HD92,1,71,Ladies',Red/Black,XL
1479,21995,3/21/2021,March,Medical Neurology/Epilepsy,0,BONDED MOISTURE WICKING SOFT SHELL (HOODED PHANTOM),HD92,1,71,Ladies',Navy/Orange,M
1480,21996,3/21/2021,March,MCHS Obstetrics and Gynecology,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Mulberry,L
1481,21997,3/21/2021,March,MCHS Obstetrics and Gynecology,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,M
1482,21998,3/21/2021,March,MCHS Obstetrics and Gynecology,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Plum,XL
1483,21999,3/21/2021,March,Medical Neurology/Epilepsy,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Charcoal,M
1484,21999,3/21/2021,March,Medical Neurology/Epilepsy,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,S
1485,22000,3/22/2021,March,Perianesthesia Nursing,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,L
1486,22001,3/22/2021,March,Department of Laboratory Medicine and Pathology,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Mulberry,M
1487,22002,3/22/2021,March,MCHS Obstetrics and Gynecology,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,56,Ladies',Black,3XL
1488,22003,3/22/2021,March,MCHS Obstetrics and Gynecology,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Blue,S
1489,22004,3/22/2021,March,Pulmonary and Critical Care Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Royal Blue,XS
1490,22005,3/22/2021,March,Perianesthesia Nursing,0,BONDED MOISTURE WICKING SOFT SHELL (HOODED PHANTOM),HD92,1,71,Ladies',Dark Ash/Black,M
1491,22006,3/22/2021,March,Case Management,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Charcoal,L
1492,22007,3/22/2021,March,Department of Laboratory Medicine and Pathology,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,S
1493,22008,3/22/2021,March,Center for the Science of Health Care Delivery,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,40,Men's,Dark Ash,2XL
1494,22009,3/22/2021,March,Center for the Science of Health Care Delivery,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,38,Men's,Black,L
1495,22010,3/22/2021,March,Department of Laboratory Medicine and Pathology,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Dark Ash,S
